Date,Variação Total (R$),Variação Percentual,Nome
2021-09-29,-3.8000007629394545,-0.0616883240736924,ITUB4
2021-09-30,-3.739999389648439,-0.0607142758059811,ITUB4
2021-10-01,-2.259999847412111,-0.03668830921123556,ITUB4
2021-10-04,-12.91999969482422,-0.20974025478610747,ITUB4
2021-10-05,-11.739999389648439,-0.190584405676111,ITUB4
2021-10-06,-11.57999954223633,-0.18798700555578451,ITUB4
2021-10-07,-12.640000915527345,-0.20519482005726208,ITUB4
2021-10-08,-12.280000305175783,-0.1993506543048017,ITUB4
2021-10-11,-13.140000915527345,-0.21331170317414516,ITUB4
2021-10-13,-13.07999954223633,-0.21233765490643397,ITUB4
2021-10-14,-13.320001220703126,-0.21623378605037546,ITUB4
2021-10-15,-12.07999954223633,-0.1961038886726677,ITUB4
2021-10-18,-11.739999389648439,-0.190584405676111,ITUB4
2021-10-19,-12.91999969482422,-0.20974025478610747,ITUB4
2021-10-20,-11.620000457763673,-0.18863637106759212,ITUB4
